Depth,Ice age (a B1950),Ice age std (a),Gas age (a B1950),Gas age std (a),Accu. Rate (m ie),Thinning,LIDIE
1448.00,103049.00,1777.66,99132.70,1639.05,0.0154,0.7242,65.48
1450.00,103229.00,1805.63,99376.80,1642.89,0.0156,0.7235,64.57
1452.00,103406.00,1824.52,99601.30,1639.46,0.0156,0.7225,63.75
1454.00,103583.00,1848.92,99822.20,1640.96,0.0160,0.7218,63.01
1456.00,103756.00,1890.77,100039.00,1636.21,0.0163,0.7222,62.25
1458.00,103926.00,1963.38,100248.00,1626.11,0.0164,0.7237,61.47
1460.00,104094.00,2037.73,100450.00,1628.19,0.0162,0.7247,60.62
1462.00,104264.00,2016.59,100653.00,1613.58,0.0165,0.7259,59.85
1464.00,104432.00,1981.75,100851.00,1619.06,0.0166,0.7284,60.59
1466.00,104597.00,1972.34,100953.00,1634.45,0.0169,0.7305,61.84
1468.00,104758.00,1953.80,101029.00,1644.96,0.0163,0.7326,62.92
1470.00,104925.00,1906.36,101114.00,1649.37,0.0166,0.7345,64.18
1472.00,105089.00,1916.41,101187.00,1657.19,0.0173,0.7363,65.56
1474.00,105246.00,1981.31,101254.00,1664.47,0.0174,0.7378,66.81
1476.00,105402.00,1922.53,101329.00,1684.69,0.0169,0.7393,66.68
1478.00,105562.00,1888.91,101485.00,1667.70,0.0177,0.7404,66.37
1480.00,105714.00,1852.44,101656.00,1666.46,0.0181,0.7419,66.02
1482.00,105863.00,1812.51,101822.00,1693.16,0.0185,0.7437,65.70
1484.00,106008.00,1794.29,101990.00,1695.83,0.0199,0.7455,65.55
1486.00,106143.00,1826.64,102153.00,1675.78,0.0187,0.7468,65.06
1488.00,106286.00,1853.02,102336.00,1700.94,0.0178,0.7479,64.77
1490.00,106437.00,1856.71,102511.00,1682.00,0.0182,0.7489,64.72
1492.00,106584.00,1879.06,102671.00,1707.91,0.0177,0.7498,64.50
1494.00,106734.00,1874.76,102848.00,1714.31,0.0171,0.7507,64.21
1496.00,106890.00,1859.76,103032.00,1774.85,0.0178,0.7517,64.15
1498.00,107039.00,1888.40,103209.00,1803.56,0.0182,0.7526,63.65
1500.00,107185.00,1923.77,103414.00,1825.41,0.0173,0.7536,62.83
1502.00,107338.00,1945.01,103639.00,1856.73,0.0160,0.7544,62.35
1504.00,107504.00,1959.79,103838.00,1914.56,0.0158,0.7551,63.26
1506.00,107672.00,1966.78,103946.00,1974.33,0.0158,0.7555,64.24
1508.00,107839.00,1970.34,104050.00,2034.28,0.0155,0.7559,65.19
1510.00,108009.00,1960.80,104156.00,2042.49,0.0155,0.7562,65.77
1512.00,108180.00,1970.10,104286.00,2011.36,0.0157,0.7563,65.15
1514.00,108348.00,1960.61,104492.00,1969.53,0.0158,0.7568,64.45
1516.00,108515.00,1941.63,104696.00,1974.99,0.0160,0.7571,63.75
1518.00,108680.00,1929.71,104903.00,1904.99,0.0163,0.7567,63.06
1520.00,108842.00,1910.01,105111.00,1917.77,0.0163,0.7562,64.51
1522.00,109004.00,1915.08,105185.00,1947.10,0.0161,0.7562,66.65
1524.00,109168.00,1866.28,105215.00,1967.05,0.0156,0.7551,68.69
1526.00,109338.00,1849.51,105256.00,1986.00,0.0163,0.7543,70.95
1528.00,109501.00,1834.20,105284.00,1981.40,0.0166,0.7536,71.94
1530.00,109661.00,1807.28,105385.00,1926.09,0.0163,0.7520,71.11
1532.00,109824.00,1793.43,105602.00,1880.44,0.0171,0.7506,70.76
1534.00,109980.00,1791.80,105780.00,1835.96,0.0172,0.7471,70.41
1536.00,110136.00,1793.61,105964.00,1783.74,0.0172,0.7461,70.33
1538.00,110292.00,1783.46,106111.00,1818.94,0.0172,0.7455,70.36
1540.00,110447.00,1772.73,106254.00,1853.22,0.0173,0.7434,70.40
1542.00,110603.00,1766.52,106412.00,1852.24,0.0170,0.7430,70.33
1544.00,110762.00,1758.33,106565.00,1879.48,0.0162,0.7426,70.25
1546.00,110928.00,1747.42,106722.00,1875.97,0.0168,0.7408,70.17
1548.00,111089.00,1741.76,106892.00,1859.60,0.0172,0.7401,70.01
1550.00,111246.00,1740.88,107052.00,1890.96,0.0172,0.7397,69.62
1552.00,111403.00,1742.44,107223.00,1933.23,0.0172,0.7385,68.15
1554.00,111560.00,1745.31,107477.00,1959.21,0.0170,0.7382,68.96
1556.00,111720.00,1746.12,107596.00,1961.75,0.0163,0.7378,68.65
1558.00,111887.00,1739.99,107785.00,1974.21,0.0167,0.7363,68.24
1560.00,112049.00,1732.38,107989.00,1959.66,0.0169,0.7350,67.59
1562.00,112210.00,1725.37,108207.00,1971.58,0.0169,0.7343,68.78
1564.00,112371.00,1719.97,108306.00,1965.82,0.0169,0.7342,68.59
1566.00,112532.00,1721.77,108485.00,1943.63,0.0172,0.7331,68.32
1568.00,112691.00,1725.86,108673.00,1931.27,0.0167,0.7311,69.99
1570.00,112855.00,1712.33,108747.00,1914.61,0.0167,0.7290,70.47
1572.00,113020.00,1707.20,108893.00,1907.55,0.0176,0.7274,71.03
1574.00,113176.00,1705.93,109032.00,1916.91,0.0179,0.7252,71.60
1576.00,113330.00,1710.80,109175.00,1863.92,0.0178,0.7224,71.73
1578.00,113486.00,1717.45,109353.00,1848.20,0.0173,0.7197,72.37
1580.00,113646.00,1714.35,109494.00,1835.39,0.0168,0.7172,71.91
1582.00,113812.00,1702.94,109696.00,1801.40,0.0179,0.7145,71.91
1584.00,113968.00,1702.38,109872.00,1790.46,0.0181,0.7116,71.59
1586.00,114124.00,1706.63,110063.00,1792.82,0.0180,0.7088,72.13
1588.00,114281.00,1719.81,110204.00,1794.35,0.0181,0.7061,72.67
1590.00,114437.00,1718.61,110345.00,1776.80,0.0173,0.7034,69.54
1592.00,114602.00,1709.28,110690.00,1763.09,0.0173,0.6997,67.20
1594.00,114767.00,1697.59,111007.00,1742.21,0.0180,0.6965,65.10
1596.00,114927.00,1702.83,111298.00,1740.59,0.0189,0.6936,64.53
1598.00,115080.00,1695.64,111501.00,1744.16,0.0180,0.6906,64.46
1600.00,115241.00,1683.38,111679.00,1747.62,0.0198,0.6883,63.38
1602.00,115387.00,1683.39,111918.00,1738.86,0.0206,0.6860,62.28
1604.00,115529.00,1686.85,112152.00,1727.32,0.0206,0.6835,60.18
1606.00,115671.00,1694.20,112441.00,1717.63,0.0205,0.6811,59.18
1608.00,115815.00,1708.08,112667.00,1727.87,0.0199,0.6792,58.76
1610.00,115963.00,1713.77,112863.00,1711.72,0.0189,0.6775,58.57
1612.00,116119.00,1715.03,113045.00,1706.48,0.0196,0.6760,58.32
1614.00,116270.00,1712.57,113221.00,1705.74,0.0199,0.6746,58.02
1616.00,116419.00,1709.10,113397.00,1713.88,0.0200,0.6734,57.74
1618.00,116567.00,1708.93,113576.00,1721.07,0.0202,0.6722,57.44
1620.00,116714.00,1708.68,113761.00,1703.40,0.0203,0.6712,57.21
1622.00,116861.00,1705.20,113937.00,1701.82,0.0207,0.6704,57.06
1624.00,117005.00,1697.58,114104.00,1704.86,0.0217,0.6698,56.91
1626.00,117143.00,1693.28,114271.00,1719.88,0.0225,0.6691,56.63
1628.00,117276.00,1693.81,114446.00,1718.54,0.0226,0.6683,56.32
1630.00,117408.00,1690.51,114632.00,1707.51,0.0224,0.6677,56.10
1632.00,117542.00,1688.46,114811.00,1694.42,0.0228,0.6673,55.78
1634.00,117673.00,1686.35,114986.00,1707.13,0.0225,0.6672,55.66
1636.00,117806.00,1685.58,115150.00,1687.08,0.0238,0.6674,55.75
1638.00,117932.00,1691.01,115299.00,1681.01,0.0230,0.6675,56.04
1640.00,118063.00,1695.11,115429.00,1684.52,0.0226,0.6679,56.42
1642.00,118195.00,1703.69,115552.00,1687.38,0.0230,0.6691,56.94
1644.00,118325.00,1698.59,115664.00,1693.58,0.0243,0.6713,57.44
1646.00,118448.00,1701.10,115774.00,1703.27,0.0248,0.6732,57.82
1648.00,118568.00,1700.33,115894.00,1717.59,0.0241,0.6748,58.31
1650.00,118691.00,1701.65,116014.00,1710.96,0.0243,0.6767,58.94
1652.00,118813.00,1693.25,116128.00,1715.39,0.0256,0.6793,59.42
1654.00,118928.00,1695.58,116242.00,1713.44,0.0257,0.6813,59.54
1656.00,119042.00,1708.97,116377.00,1709.23,0.0239,0.6821,59.56
1658.00,119165.00,1698.95,116521.00,1708.80,0.0249,0.6841,59.58
1660.00,119282.00,1694.99,116659.00,1709.19,0.0260,0.6860,59.36
1662.00,119394.00,1695.22,116808.00,1707.81,0.0250,0.6889,59.23
1664.00,119510.00,1690.81,116947.00,1700.97,0.0247,0.6919,59.18
1666.00,119627.00,1688.93,117078.00,1693.32,0.0252,0.6938,59.08
1668.00,119742.00,1684.58,117210.00,1693.24,0.0252,0.6948,59.08
1670.00,119856.00,1687.69,117339.00,1694.36,0.0260,0.6951,58.88
1672.00,119967.00,1691.55,117480.00,1686.52,0.0251,0.6944,58.84
1674.00,120081.00,1689.06,117617.00,1690.81,0.0251,0.6958,58.89
1676.00,120196.00,1684.92,117741.00,1680.92,0.0258,0.6979,58.80
1678.00,120307.00,1685.10,117867.00,1689.92,0.0254,0.6984,58.72
1680.00,120420.00,1686.22,117997.00,1692.09,0.0261,0.6967,58.56
1682.00,120530.00,1680.84,118142.00,1698.78,0.0263,0.6954,60.54
1684.00,120639.00,1675.46,118188.00,1702.36,0.0274,0.6925,63.31
1686.00,120745.00,1675.57,118206.00,1705.77,0.0281,0.6917,64.04
1688.00,120848.00,1682.17,118306.00,1700.13,0.0275,0.6911,65.56
1690.00,120953.00,1687.90,118367.00,1695.24,0.0267,0.6896,65.55
1692.00,121062.00,1693.78,118496.00,1704.57,0.0264,0.6880,66.55
1694.00,121172.00,1695.87,118581.00,1699.57,0.0258,0.6850,66.54
1696.00,121285.00,1696.28,118717.00,1702.14,0.0272,0.6835,67.56
1698.00,121393.00,1704.45,118802.00,1693.19,0.0266,0.6838,67.58
1700.00,121503.00,1710.39,118916.00,1693.87,0.0262,0.6833,67.61
1702.00,121614.00,1706.89,119031.00,1709.88,0.0262,0.6813,67.62
1704.00,121726.00,1702.77,119160.00,1699.27,0.0271,0.6781,68.76
1706.00,121835.00,1696.89,119245.00,1692.96,0.0277,0.6774,69.50
1708.00,121942.00,1704.99,119334.00,1697.85,0.0287,0.6760,68.64
1710.00,122045.00,1707.77,119487.00,1691.18,0.0271,0.6728,68.07
1712.00,122154.00,1703.76,119639.00,1688.74,0.0277,0.6708,67.50
1714.00,122262.00,1703.33,119783.00,1682.92,0.0283,0.6705,66.79
1716.00,122367.00,1706.03,119923.00,1692.07,0.0276,0.6705,66.51
1718.00,122475.00,1706.53,120047.00,1690.56,0.0274,0.6682,66.40
1720.00,122585.00,1712.69,120175.00,1684.90,0.0274,0.6671,66.16
1722.00,122694.00,1727.88,120300.00,1685.03,0.0262,0.6656,65.98
1724.00,122809.00,1734.80,120424.00,1686.27,0.0254,0.6651,65.98
1726.00,122927.00,1740.83,120537.00,1680.51,0.0260,0.6637,65.82
1728.00,123043.00,1744.45,120656.00,1674.64,0.0253,0.6611,65.84
1730.00,123163.00,1733.17,120769.00,1675.82,0.0260,0.6579,65.99
1732.00,123280.00,1730.62,120878.00,1684.65,0.0278,0.6580,65.63
1734.00,123389.00,1734.50,120997.00,1689.84,0.0269,0.6578,65.25
1736.00,123502.00,1741.01,121121.00,1697.43,0.0266,0.6567,64.91
1738.00,123617.00,1739.93,121250.00,1693.48,0.0262,0.6555,64.78
1740.00,123733.00,1739.81,121368.00,1702.81,0.0269,0.6542,64.59
1742.00,123847.00,1749.70,121488.00,1710.84,0.0269,0.6525,64.32
1744.00,123961.00,1750.19,121616.00,1706.83,0.0263,0.6511,64.26
1746.00,124077.00,1768.83,121735.00,1702.45,0.0277,0.6501,63.84
1748.00,124188.00,1785.56,121862.00,1695.41,0.0264,0.6500,63.52
1750.00,124305.00,1802.60,121978.00,1709.38,0.0262,0.6514,63.17
1752.00,124422.00,1822.26,122092.00,1706.62,0.0259,0.6526,62.86
1754.00,124541.00,1835.24,122207.00,1701.36,0.0262,0.6530,62.52
1756.00,124658.00,1847.48,122324.00,1705.56,0.0262,0.6533,62.33
1758.00,124775.00,1866.39,122437.00,1706.78,0.0260,0.6526,62.57
1760.00,124892.00,1887.59,122539.00,1706.12,0.0257,0.6509,62.69
1762.00,125012.00,1917.07,122650.00,1722.09,0.0245,0.6504,63.02
1764.00,125137.00,1907.01,122752.00,1735.53,0.0253,0.6497,63.37
1766.00,125259.00,1889.49,122858.00,1734.17,0.0262,0.6481,63.67
1768.00,125377.00,1904.86,122970.00,1744.96,0.0267,0.6470,63.78
1770.00,125493.00,1898.69,123087.00,1744.15,0.0259,0.6465,64.05
1772.00,125612.00,1911.10,123197.00,1728.17,0.0266,0.6455,64.16
1774.00,125729.00,1920.83,123312.00,1731.58,0.0263,0.6438,64.14
1776.00,125847.00,1952.30,123429.00,1736.01,0.0253,0.6437,64.27
1778.00,125970.00,2003.89,123538.00,1743.50,0.0256,0.6444,64.35
1780.00,126091.00,2033.62,123648.00,1738.51,0.0254,0.6438,64.46
1782.00,126214.00,2084.23,123761.00,1740.24,0.0251,0.6431,64.70
1784.00,126338.00,2067.96,123869.00,1752.17,0.0251,0.6414,65.04
1786.00,126462.00,2000.89,123977.00,1749.83,0.0264,0.6401,65.14
1788.00,126580.00,1954.99,124094.00,1772.01,0.0262,0.6379,65.36
1790.00,126700.00,1915.46,124206.00,1788.16,0.0265,0.6361,65.76
1792.00,126818.00,1881.50,124315.00,1804.05,0.0279,0.6349,66.23
1794.00,126931.00,1875.81,124420.00,1821.96,0.0299,0.6338,66.21
1796.00,127037.00,1876.21,124543.00,1835.48,0.0279,0.6326,66.38
1798.00,127150.00,1866.75,124658.00,1847.54,0.0283,0.6317,66.51
1800.00,127262.00,1859.47,124774.00,1866.24,0.0287,0.6319,66.57
1802.00,127372.00,1855.84,124889.00,1886.65,0.0289,0.6322,66.61
1804.00,127482.00,1858.39,125006.00,1917.57,0.0295,0.6320,66.61
1806.00,127589.00,1858.82,125131.00,1907.91,0.0300,0.6316,66.54
1808.00,127695.00,1860.87,125257.00,1889.28,0.0301,0.6310,66.45
1810.00,127800.00,1860.58,125381.00,1905.36,0.0301,0.6305,66.44
1812.00,127905.00,1850.82,125499.00,1898.29,0.0304,0.6308,66.41
1814.00,128010.00,1838.22,125618.00,1911.78,0.0302,0.6315,66.49
1816.00,128114.00,1830.33,125729.00,1920.86,0.0308,0.6329,66.44
1818.00,128217.00,1811.51,125844.00,1952.25,0.0298,0.6337,66.57
1820.00,128323.00,1794.80,125958.00,1954.44,0.0305,0.6343,66.75
1822.00,128426.00,1780.73,125988.00,1987.17,0.0313,0.6350,69.27
1824.00,128527.00,1767.07,126011.00,2035.49,0.0311,0.6361,74.40
1826.00,128628.00,1767.36,126071.00,2074.95,0.0322,0.6373,77.99
1828.00,128726.00,1770.70,126092.00,2080.20,0.0325,0.6388,77.79
1830.00,128822.00,1776.53,126110.00,2090.37,0.0319,0.6406,77.80
1832.00,128920.00,1778.23,126224.00,2083.63,0.0304,0.6424,77.81
1834.00,129022.00,1780.55,126339.00,2067.84,0.0299,0.6437,77.95
1836.00,129126.00,1801.66,126451.00,2005.22,0.0306,0.6451,76.14
1838.00,129227.00,1806.62,126633.00,1934.56,0.0295,0.6468,73.57
1840.00,129332.00,1798.26,126842.00,1874.75,0.0286,0.6487,71.17
1842.00,129440.00,1794.56,127028.00,1876.96,0.0290,0.6506,68.90
1844.00,129546.00,1795.01,127216.00,1861.24,0.0309,0.6523,68.52
1846.00,129645.00,1824.89,127334.00,1856.69,0.0312,0.6543,68.64
1848.00,129743.00,1819.14,127432.00,1854.51,0.0259,0.6563,69.67
1850.00,129861.00,1808.79,127497.00,1859.54,0.0276,0.6577,70.78
1852.00,129971.00,1804.65,127560.00,1857.57,0.0299,0.6587,71.55
1854.00,130073.00,1809.22,127635.00,1860.76,0.0295,0.6594,72.18
1856.00,130176.00,1811.47,127716.00,1860.91,0.0285,0.6597,72.87
1858.00,130282.00,1816.52,127796.00,1861.01,0.0282,0.6596,73.74
1860.00,130390.00,1821.91,127872.00,1852.06,0.0293,0.6601,74.15
1862.00,130493.00,1822.64,127960.00,1848.79,0.0273,0.6603,74.66
1864.00,130604.00,1826.72,128047.00,1830.29,0.0271,0.6596,74.97
1866.00,130716.00,1827.96,128142.00,1830.35,0.0265,0.6592,75.29
1868.00,130830.00,1832.28,128237.00,1806.51,0.0262,0.6602,74.05
1870.00,130946.00,1842.04,128380.00,1786.96,0.0257,0.6612,72.29
1872.00,131064.00,1844.70,128537.00,1765.65,0.0248,0.6617,70.63
1874.00,131186.00,1844.77,128690.00,1768.53,0.0243,0.6623,69.37
1876.00,131310.00,1845.10,128825.00,1776.70,0.0241,0.6627,68.12
1878.00,131435.00,1842.22,128964.00,1778.94,0.0240,0.6633,67.00
1880.00,131561.00,1850.39,129103.00,1782.79,0.0248,0.6624,65.38
1882.00,131682.00,1895.16,129264.00,1794.65,0.0225,0.6594,73.45
1884.00,131817.00,1908.10,129104.00,1800.56,0.0216,0.6564,72.98
1886.00,131958.00,1931.52,129232.00,1806.86,0.0222,0.6531,72.36
1888.00,132096.00,1964.87,129372.00,1800.37,0.0219,0.6490,71.59
1890.00,132237.00,2000.17,129522.00,1787.60,0.0208,0.6451,70.88
1892.00,132386.00,2028.31,129659.00,1828.95,0.0202,0.6412,70.25
1894.00,132541.00,2041.02,129799.00,1812.63,0.0200,0.6376,69.73
1896.00,132697.00,2044.30,129946.00,1803.52,0.0205,0.6341,69.10
1898.00,132851.00,2062.51,130082.00,1809.64,0.0203,0.6306,68.51
1900.00,133008.00,2079.96,130218.00,1812.31,0.0202,0.6273,67.82
1902.00,133165.00,2105.76,130360.00,1821.70,0.0196,0.6243,67.11
1904.00,133329.00,2127.65,130499.00,1822.68,0.0188,0.6214,66.47
1906.00,133500.00,2138.60,130643.00,1828.22,0.0183,0.6190,65.95
1908.00,133676.00,2145.79,130783.00,1827.73,0.0186,0.6165,65.41
1910.00,133851.00,2161.54,130927.00,1841.63,0.0184,0.6143,65.05
1912.00,134028.00,2188.04,131066.00,1844.75,0.0193,0.6126,64.35
1914.00,134198.00,2205.04,131222.00,1844.78,0.0179,0.6111,63.79
1916.00,134380.00,2236.59,131374.00,1845.33,0.0174,0.6099,63.18
1918.00,134569.00,2268.34,131527.00,1837.52,0.0166,0.6089,62.62
1920.00,134767.00,2309.88,131675.00,1894.43,0.0159,0.6082,62.10
1922.00,134974.00,2330.64,131834.00,1909.68,0.0153,0.6079,61.73
1924.00,135190.00,2386.07,131991.00,1937.30,0.0157,0.6079,61.04
1926.00,135400.00,2459.86,132159.00,1981.32,0.0145,0.6082,60.52
1928.00,135626.00,2514.23,132326.00,2021.50,0.0143,0.6087,60.05
1930.00,135855.00,2548.87,132498.00,2040.91,0.0140,0.6091,59.63
1932.00,136090.00,2480.55,132673.00,2041.34,0.0139,0.6096,59.40
1934.00,136325.00,2483.14,132835.00,2060.70,0.0146,0.6103,58.79
1936.00,136549.00,2477.89,133017.00,2080.98,0.0143,0.6109,58.22
1938.00,136778.00,2486.07,133200.00,2111.62,0.0144,0.6114,57.55
1940.00,137006.00,2549.87,133399.00,2136.39,0.0139,0.6118,57.03
1942.00,137240.00,2538.46,133598.00,2140.73,0.0143,0.6123,56.46
1944.00,137468.00,2554.37,133802.00,2153.88,0.0144,0.6126,55.81
1946.00,137694.00,2571.83,134011.00,2186.36,0.0141,0.6130,55.27
1948.00,137925.00,2590.54,134209.00,2206.15,0.0144,0.6134,54.62
1950.00,138151.00,2853.19,134427.00,2244.80,0.0141,0.6144,54.05
1952.00,138382.00,2803.99,134647.00,2281.28,0.0142,0.6157,53.72
1954.00,138611.00,2782.09,134863.00,2332.67,0.0148,0.6167,53.90
1956.00,138830.00,2862.99,135056.00,2329.17,0.0146,0.6178,53.14
1958.00,139052.00,2944.92,135313.00,2438.60,0.0135,0.6188,52.50
1960.00,139292.00,2921.25,135571.00,2501.93,0.0132,0.6204,52.03
1962.00,139537.00,2883.55,135823.00,2558.38,0.0138,0.6216,51.48
1964.00,139771.00,2858.59,136090.00,2480.41,0.0138,0.6226,50.97
1966.00,140003.00,2831.99,136355.00,2483.48,0.0141,0.6229,51.02
1968.00,140230.00,2794.08,136574.00,2477.17,0.0142,0.6243,51.27
1970.00,140455.00,2754.18,136777.00,2485.68,0.0143,0.6255,51.45
1972.00,140678.00,2721.64,136986.00,2551.33,0.0139,0.6265,51.74
1974.00,140907.00,2708.29,137192.00,2536.40,0.0143,0.6262,51.94
1976.00,141131.00,2687.06,137409.00,2545.59,0.0140,0.6267,52.24
1978.00,141358.00,2664.54,137611.00,2575.41,0.0144,0.6275,52.49
1980.00,141580.00,2663.19,137817.00,2566.57,0.0144,0.6285,53.32
1982.00,141801.00,2669.98,137981.00,2602.83,0.0145,0.6282,55.83
1984.00,142021.00,2697.67,138030.00,2653.95,0.0147,0.6286,58.27
1986.00,142238.00,2724.98,138080.00,2712.80,0.0144,0.6283,60.86
1988.00,142459.00,2746.38,138124.00,2822.98,0.0145,0.6288,63.41
1990.00,142678.00,2747.20,138166.00,2870.07,0.0142,0.6285,65.44
1992.00,142903.00,2718.00,138251.00,2845.01,0.0143,0.6277,65.54
1994.00,143126.00,2690.13,138481.00,2772.95,0.0143,0.6270,65.65
1996.00,143350.00,2696.04,138702.00,2788.53,0.0143,0.6262,65.71
1998.00,143573.00,2752.94,138925.00,2918.01,0.0140,0.6259,65.72
2000.00,143801.00,2778.08,139156.00,2966.68,0.0135,0.6254,65.90
2002.00,144038.00,2793.90,139388.00,2889.17,0.0136,0.6246,66.12
2004.00,144273.00,2776.84,139619.00,2880.47,0.0139,0.6240,66.19
2006.00,144503.00,2828.51,139852.00,2846.96,0.0136,0.6235,66.27
2008.00,144740.00,2845.59,140081.00,2824.34,0.0133,0.6229,65.74
2010.00,144982.00,2804.17,140348.00,2770.26,0.0130,0.6220,64.45
2012.00,145230.00,2767.59,140669.00,2722.21,0.0135,0.6214,62.99
2014.00,145468.00,2742.64,141003.00,2702.72,0.0135,0.6208,62.00
2016.00,145706.00,2758.64,141302.00,2665.97,0.0135,0.6203,62.43
2018.00,145945.00,2794.37,141500.00,2660.90,0.0132,0.6192,62.62
2020.00,146190.00,2806.91,141715.00,2667.06,0.0129,0.6178,62.96
2022.00,146442.00,2820.71,141922.00,2674.09,0.0131,0.6168,63.17
2024.00,146688.00,2878.14,142134.00,2724.53,0.0128,0.6158,63.35
2026.00,146942.00,2901.88,142347.00,2725.45,0.0124,0.6147,63.65
2028.00,147205.00,2881.38,142555.00,2764.32,0.0125,0.6140,63.95
2030.00,147466.00,2841.23,142761.00,2735.73,0.0127,0.6131,64.24
2032.00,147722.00,2809.05,142972.00,2709.39,0.0130,0.6121,64.51
2034.00,147974.00,2819.14,143183.00,2682.97,0.0131,0.6112,64.70
2036.00,148222.00,2826.45,143401.00,2700.03,0.0129,0.6104,64.99
2038.00,148477.00,2868.20,143611.00,2764.59,0.0129,0.6096,65.27
2040.00,148731.00,2936.99,143826.00,2779.85,0.0128,0.6089,65.55
2042.00,148987.00,2989.28,144048.00,2794.53,0.0127,0.6082,65.89
2044.00,149245.00,3035.20,144264.00,2774.69,0.0128,0.6076,66.14
2046.00,149503.00,3109.20,144482.00,2826.28,0.0125,0.6070,66.26
2048.00,149766.00,3034.95,144713.00,2850.13,0.0123,0.6065,66.00
2050.00,150034.00,3018.13,144978.00,2804.69,0.0133,0.6060,65.50
2052.00,150282.00,3005.00,145266.00,2762.15,0.0132,0.6056,64.97
2054.00,150532.00,2979.51,145547.00,2735.09,0.0130,0.6053,64.53
2056.00,150785.00,2951.31,145819.00,2775.15,0.0132,0.6049,64.21
2058.00,151035.00,2933.86,146087.00,2816.08,0.0133,0.6045,64.40
2060.00,151283.00,2939.26,146325.00,2794.94,0.0135,0.6043,64.51
2062.00,151529.00,2939.26,146567.00,2848.28,0.0133,0.6041,64.68
2064.00,151778.00,2931.86,146806.00,2907.12,0.0134,0.6040,64.90
2066.00,152026.00,2944.38,147048.00,2897.79,0.0137,0.6037,65.02
2068.00,152268.00,2940.39,147303.00,2871.19,0.0136,0.6035,65.29
2070.00,152513.00,2994.66,147542.00,2827.25,0.0142,0.6035,65.31
2072.00,152747.00,2973.76,147795.00,2801.62,0.0136,0.6034,65.66
2074.00,152990.00,2991.46,148021.00,2823.77,0.0145,0.6034,65.76
2076.00,153218.00,3002.02,148263.00,2826.99,0.0143,0.6035,65.88
2078.00,153450.00,3026.79,148509.00,2874.24,0.0141,0.6033,65.95
2080.00,153685.00,3030.06,148758.00,2944.65,0.0137,0.6032,66.06
2082.00,153927.00,3070.54,149006.00,2993.05,0.0134,0.6034,66.15
2084.00,154174.00,3119.84,149256.00,3037.03,0.0131,0.6035,66.36
2086.00,154427.00,3111.07,149496.00,3111.15,0.0133,0.6036,66.42
2088.00,154676.00,3134.66,149754.00,3035.71,0.0129,0.6037,66.00
2090.00,154933.00,3047.55,150053.00,3016.92,0.0133,0.6039,65.08
2092.00,155181.00,2980.33,150369.00,3000.46,0.0136,0.6042,64.10
2094.00,155425.00,2929.64,150693.00,2958.80,0.0135,0.6045,63.22
2096.00,155670.00,2870.87,151008.00,2933.27,0.0138,0.6046,62.18
2098.00,155910.00,2872.03,151333.00,2940.33,0.0134,0.6049,61.22
2100.00,156157.00,2833.45,151649.00,2938.61,0.0133,0.6054,61.15
2102.00,156404.00,2781.04,151899.00,2925.50,0.0137,0.6057,61.40
2104.00,156646.00,2742.15,152124.00,2959.00,0.0135,0.6060,61.78
2106.00,156891.00,2657.15,152337.00,2931.53,0.0138,0.6063,61.88
2108.00,157130.00,2673.92,152569.00,3014.76,0.0129,0.6066,62.02
2110.00,157385.00,2621.18,152793.00,2963.10,0.0127,0.6068,62.20
2112.00,157645.00,2576.00,153019.00,2995.67,0.0129,0.6070,62.40
2114.00,157899.00,2570.90,153232.00,3002.47,0.0133,0.6072,62.53
2116.00,158147.00,2606.61,153453.00,3027.20,0.0133,0.6074,62.53
2118.00,158395.00,2633.22,153687.00,3030.10,0.0128,0.6075,62.71
2120.00,158653.00,2667.25,153915.00,3067.95,0.0130,0.6076,62.73
2122.00,158905.00,2700.00,154160.00,3120.78,0.0125,0.6077,62.97
2124.00,159168.00,2704.48,154393.00,3105.05,0.0130,0.6078,63.05
2126.00,159421.00,2745.33,154637.00,3148.48,0.0128,0.6078,63.16
2128.00,159678.00,2736.85,154883.00,3062.50,0.0127,0.6079,63.23
2130.00,159936.00,2727.15,155126.00,2990.08,0.0131,0.6080,63.21
2132.00,160187.00,2720.48,155372.00,2946.20,0.0135,0.6080,63.19
2134.00,160431.00,2687.83,155619.00,2868.53,0.0136,0.6081,63.26
2136.00,160673.00,2616.35,155854.00,2879.17,0.0139,0.6082,63.43
2138.00,160910.00,2542.64,156086.00,2849.54,0.0146,0.6084,63.00
2140.00,161135.00,2568.72,156364.00,2786.74,0.0136,0.6087,62.73
2142.00,161376.00,2548.46,156624.00,2750.34,0.0139,0.6090,62.56
2144.00,161612.00,2517.93,156879.00,2656.21,0.0147,0.6093,62.46
2146.00,161834.00,2547.98,157123.00,2675.31,0.0162,0.6098,61.92
2148.00,162037.00,2594.46,157416.00,2614.58,0.0155,0.6103,61.60
2150.00,162248.00,2680.64,157697.00,2567.20,0.0159,0.6108,61.07
2152.00,162455.00,2704.96,157986.00,2572.48,0.0150,0.6114,60.84
2154.00,162673.00,2798.98,158247.00,2627.69,0.0154,0.6120,60.40
2156.00,162884.00,2836.25,158528.00,2638.20,0.0146,0.6127,60.06
2158.00,163108.00,2860.97,158804.00,2702.57,0.0145,0.6135,59.38
2160.00,163333.00,2896.80,159112.00,2694.76,0.0140,0.6143,58.80
