Depth,Ice age (a B1950),Ice age std (a),Gas age (a B1950),Gas age std (a),Accu. Rate (m ie),Thinning,LIDIE
2876.00,273038.00,2973.64,268190.00,3161.57,0.0130,0.2118,64.57
2878.00,273767.00,2968.32,268836.00,3170.23,0.0130,0.2109,65.60
2880.00,274495.00,2976.01,269474.00,3204.26,0.0132,0.2098,66.60
2882.00,275220.00,2814.29,270131.00,3220.50,0.0132,0.2090,66.98
2884.00,275947.00,2662.69,270843.00,3059.10,0.0139,0.2082,66.99
2886.00,276637.00,2678.18,271600.00,3071.54,0.0136,0.2080,67.09
2888.00,277346.00,2711.85,272328.00,3119.63,0.0134,0.2078,67.95
2890.00,278065.00,2641.22,272996.00,2974.45,0.0145,0.2079,68.73
2892.00,278728.00,2571.12,273662.00,2961.76,0.0143,0.2082,69.48
2894.00,279401.00,2495.70,274327.00,3003.36,0.0144,0.2083,70.36
2896.00,280069.00,2449.53,274982.00,2897.04,0.0153,0.2090,70.78
2898.00,280696.00,2429.93,275659.00,2661.58,0.0165,0.2094,69.42
2900.00,281274.00,2457.46,276452.00,2664.64,0.0160,0.2101,68.06
2902.00,281868.00,2474.35,277239.00,2722.30,0.0161,0.2110,66.69
2904.00,282458.00,2467.23,278039.00,2643.87,0.0164,0.2120,65.47
2906.00,283032.00,2438.46,278770.00,2566.69,0.0173,0.2131,65.01
2908.00,283574.00,2418.27,279451.00,2490.09,0.0179,0.2143,64.73
2910.00,284094.00,2412.83,280110.00,2446.85,0.0182,0.2159,64.39
2912.00,284602.00,2389.68,280725.00,2429.10,0.0180,0.2178,64.49
2914.00,285113.00,2369.13,281261.00,2457.04,0.0196,0.2194,64.73
2916.00,285577.00,2360.21,281809.00,2473.93,0.0195,0.2205,66.40
2918.00,286041.00,2353.44,282270.00,2477.22,0.0202,0.2215,67.99
2920.00,286487.00,2351.37,282728.00,2452.93,0.0204,0.2225,69.01
2922.00,286929.00,2342.41,283207.00,2430.09,0.0204,0.2233,68.53
2924.00,287368.00,2340.55,283754.00,2412.43,0.0212,0.2240,67.86
2926.00,287789.00,2339.62,284298.00,2413.07,0.0210,0.2246,67.20
2928.00,288213.00,2339.06,284834.00,2371.84,0.0210,0.2257,66.60
2930.00,288636.00,2316.71,285337.00,2366.95,0.0215,0.2263,66.20
2932.00,289048.00,2304.00,285813.00,2353.57,0.0217,0.2270,65.83
2934.00,289453.00,2301.83,286277.00,2353.30,0.0216,0.2279,65.62
2936.00,289860.00,2310.38,286718.00,2349.27,0.0225,0.2285,65.14
2938.00,290249.00,2318.72,287174.00,2334.48,0.0215,0.2291,65.33
2940.00,290656.00,2355.39,287586.00,2347.34,0.0205,0.2297,67.46
2942.00,291081.00,2345.71,287896.00,2335.53,0.0196,0.2302,69.75
2944.00,291523.00,2331.84,288201.00,2339.80,0.0196,0.2308,71.38
2946.00,291965.00,2341.33,288536.00,2320.31,0.0194,0.2309,70.86
2948.00,292411.00,2365.87,288974.00,2304.53,0.0182,0.2300,70.14
2950.00,292889.00,2396.43,289426.00,2301.27,0.0169,0.2291,69.89
2952.00,293406.00,2448.92,289859.00,2310.34,0.0179,0.2278,69.29
2954.00,293897.00,2512.21,290293.00,2319.66,0.0173,0.2265,68.77
2956.00,294406.00,2480.39,290747.00,2364.30,0.0165,0.2248,68.69
2958.00,294945.00,2382.52,291205.00,2338.82,0.0175,0.2232,68.52
2960.00,295458.00,2339.65,291679.00,2328.43,0.0188,0.2216,68.10
2962.00,295939.00,2326.02,292168.00,2350.50,0.0182,0.2199,67.71
2964.00,296439.00,2401.35,292675.00,2382.58,0.0177,0.2184,67.08
2966.00,296957.00,2411.18,293237.00,2419.07,0.0158,0.2166,66.73
2968.00,297541.00,2405.19,293785.00,2515.84,0.0154,0.2150,66.81
2970.00,298146.00,2349.20,294313.00,2498.72,0.0162,0.2133,66.93
2972.00,298726.00,2317.03,294871.00,2389.07,0.0168,0.2114,66.99
2974.00,299290.00,2308.28,295416.00,2341.09,0.0170,0.2096,67.10
2976.00,299850.00,2285.27,295923.00,2323.61,0.0175,0.2078,67.47
2978.00,300400.00,2267.19,296434.00,2401.26,0.0184,0.2060,67.97
2980.00,300928.00,2290.47,296957.00,2411.19,0.0175,0.2042,68.44
2982.00,301488.00,2247.42,297549.00,2405.11,0.0165,0.2026,69.32
2984.00,302088.00,2218.12,298132.00,2349.98,0.0173,0.2012,70.00
2986.00,302663.00,2191.94,298702.00,2317.35,0.0174,0.1998,71.22
2988.00,303239.00,2162.19,299225.00,2310.35,0.0175,0.1985,72.84
2990.00,303814.00,2131.91,299721.00,2294.47,0.0187,0.1968,74.01
2992.00,304356.00,2111.77,300244.00,2257.22,0.0186,0.1953,73.12
2994.00,304907.00,2080.05,300854.00,2296.17,0.0196,0.1938,71.57
2996.00,305433.00,2047.95,301527.00,2244.42,0.0212,0.1924,69.56
2998.00,305923.00,2046.38,302265.00,2209.81,0.0200,0.1912,67.47
3000.00,306445.00,2065.19,302980.00,2177.75,0.0183,0.1901,65.96
3002.00,307020.00,2081.64,303660.00,2136.89,0.0175,0.1884,65.90
3004.00,307625.00,2054.98,304244.00,2118.03,0.0182,0.1874,65.80
3006.00,308212.00,2047.64,304816.00,2086.20,0.0189,0.1858,65.69
3008.00,308782.00,2043.56,305378.00,2048.20,0.0194,0.1842,65.49
3010.00,309342.00,2059.09,305908.00,2045.84,0.0194,0.1826,65.92
3012.00,309908.00,2072.43,306435.00,2064.88,0.0192,0.1808,66.61
3014.00,310483.00,2073.12,307008.00,2082.19,0.0193,0.1788,67.38
3016.00,311063.00,2061.82,307611.00,2055.15,0.0197,0.1776,68.03
3018.00,311634.00,2048.02,308188.00,2047.90,0.0206,0.1769,68.90
3020.00,312183.00,2050.14,308728.00,2042.08,0.0208,0.1770,69.91
3022.00,312726.00,2031.73,309237.00,2056.07,0.0217,0.1767,70.81
3024.00,313247.00,2032.42,309763.00,2071.14,0.0220,0.1768,71.33
3026.00,313762.00,2034.65,310308.00,2076.00,0.0222,0.1764,70.66
3028.00,314273.00,2032.91,310928.00,2065.82,0.0222,0.1760,69.94
3030.00,314785.00,2028.30,311546.00,2047.48,0.0224,0.1754,69.08
3032.00,315294.00,2031.19,312151.00,2051.20,0.0219,0.1748,68.40
3034.00,315817.00,2013.78,312737.00,2031.35,0.0227,0.1743,69.39
3036.00,316321.00,1992.36,313222.00,2032.29,0.0244,0.1739,70.46
3038.00,316793.00,2020.19,313697.00,2034.71,0.0230,0.1734,71.59
3040.00,317296.00,2057.82,314167.00,2034.28,0.0217,0.1731,71.31
3042.00,317827.00,2108.63,314698.00,2027.41,0.0204,0.1728,70.68
3044.00,318395.00,2164.92,315240.00,2032.96,0.0194,0.1726,70.06
3046.00,318992.00,2274.84,315793.00,2014.80,0.0182,0.1724,69.67
3048.00,319628.00,2268.14,316318.00,1992.15,0.0181,0.1721,69.74
3050.00,320269.00,2269.06,316792.00,2020.12,0.0188,0.1718,70.54
3052.00,320890.00,2279.26,317266.00,2054.96,0.0192,0.1706,71.15
3054.00,321501.00,2300.16,317790.00,2105.32,0.0198,0.1695,71.75
3056.00,322098.00,2334.48,318349.00,2155.52,0.0203,0.1685,72.29
3058.00,322682.00,2329.38,318938.00,2275.42,0.0206,0.1675,71.35
3060.00,323263.00,2347.81,319643.00,2267.99,0.0213,0.1668,69.91
3062.00,323827.00,2365.38,320375.00,2269.24,0.0220,0.1658,68.37
3064.00,324375.00,2384.54,321092.00,2283.22,0.0229,0.1648,69.16
3066.00,324905.00,2422.04,321680.00,2307.57,0.0233,0.1639,70.70
3068.00,325429.00,2484.62,322219.00,2342.25,0.0231,0.1631,72.40
3070.00,325960.00,2532.74,322738.00,2327.82,0.0237,0.1624,74.15
3072.00,326479.00,2563.56,323251.00,2347.42,0.0246,0.1617,75.45
3074.00,326982.00,2628.45,323770.00,2363.52,0.0253,0.1612,75.39
3076.00,327472.00,2643.22,324333.00,2381.69,0.0254,0.1608,75.40
3078.00,327963.00,2633.29,324872.00,2418.13,0.0260,0.1604,75.42
3080.00,328441.00,2669.48,325403.00,2482.23,0.0266,0.1605,75.53
3082.00,328910.00,2703.08,325928.00,2530.92,0.0273,0.1604,75.30
3084.00,329367.00,2735.44,326459.00,2560.90,0.0276,0.1603,74.97
3086.00,329818.00,2756.59,326977.00,2628.29,0.0278,0.1602,74.63
3088.00,330267.00,2789.55,327484.00,2643.58,0.0277,0.1595,75.05
3090.00,330719.00,2860.60,327969.00,2633.15,0.0277,0.1588,75.82
3092.00,331173.00,2978.47,328431.00,2668.73,0.0283,0.1584,76.56
3094.00,331620.00,3096.17,328881.00,2700.88,0.0284,0.1581,77.28
3096.00,332066.00,3169.25,329317.00,2733.20,0.0282,0.1581,78.09
3098.00,332514.00,3214.29,329740.00,2752.05,0.0284,0.1584,78.93
3100.00,332959.00,3284.31,330155.00,2775.94,0.0275,0.1585,79.89
3102.00,333418.00,3271.23,330569.00,2826.25,0.0280,0.1583,81.06
3104.00,333869.00,3148.31,330984.00,2921.36,0.0300,0.1582,82.24
3106.00,334290.00,2998.15,331394.00,3045.14,0.0311,0.1581,81.16
3108.00,334697.00,2814.04,331880.00,3154.71,0.0326,0.1581,79.04
3110.00,335084.00,2644.58,332403.00,3195.62,0.0329,0.1581,76.80
3112.00,335468.00,2484.41,332927.00,3283.83,0.0331,0.1582,77.77
3114.00,335850.00,2361.10,333347.00,3290.10,0.0331,0.1584,79.75
3116.00,336230.00,2297.88,333725.00,3188.59,0.0328,0.1587,81.74
3118.00,336614.00,2271.22,334086.00,3087.52,0.0327,0.1590,83.58
3120.00,336999.00,2253.79,334435.00,2935.10,0.0317,0.1594,84.74
3122.00,337395.00,2243.17,334792.00,2769.95,0.0310,0.1602,83.55
3124.00,337798.00,2235.86,335203.00,2593.71,0.0285,0.1609,82.54
3126.00,338234.00,2229.11,335605.00,2428.25,0.0269,0.1617,81.45
3128.00,338693.00,2224.45,336007.00,2317.92,0.0243,0.1625,80.88
3130.00,339200.00,2229.60,336395.00,2283.14,0.0235,0.1632,80.33
3132.00,339722.00,2337.86,336785.00,2261.97,0.0229,0.1640,79.51
3134.00,340254.00,2443.45,337189.00,2246.52,0.0216,0.1646,78.18
3136.00,340816.00,2465.40,337623.00,2239.47,0.0202,0.1648,76.92
3138.00,341417.00,2458.34,338086.00,2229.93,0.0192,0.1646,75.72
3140.00,342050.00,2461.83,338586.00,2227.17,0.0181,0.1646,74.77
3142.00,342722.00,2510.11,339123.00,2213.53,0.0172,0.1645,73.64
3144.00,343428.00,2545.02,339692.00,2331.96,0.0156,0.1644,72.66
3146.00,344210.00,2538.61,340270.00,2446.64,0.0151,0.1639,71.80
3148.00,345016.00,2519.99,340886.00,2467.81,0.0153,0.1631,71.05
3150.00,345817.00,2387.92,341547.00,2456.02,0.0159,0.1620,70.35
3152.00,346593.00,2343.19,342254.00,2464.19,0.0160,0.1610,70.24
3154.00,347372.00,2364.73,342966.00,2534.07,0.0160,0.1599,70.24
3156.00,348151.00,2380.99,343728.00,2552.11,0.0160,0.1588,71.12
3158.00,348941.00,2377.61,344495.00,2530.64,0.0164,0.1573,73.93
3160.00,349717.00,2394.41,345165.00,2516.93,0.0163,0.1556,74.81
3162.00,350507.00,2429.60,345956.00,2360.33,0.0175,0.1534,73.80
3164.00,351252.00,2451.16,346857.00,2336.09,0.0172,0.1507,72.89
3166.00,352022.00,2470.04,347768.00,2386.79,0.0169,0.1479,72.16
3168.00,352822.00,2497.53,348676.00,2373.04,0.0170,0.1449,71.22
3170.00,353634.00,2535.45,349593.00,2388.91,0.0170,0.1418,69.78
3172.00,354463.00,2557.21,350547.00,2431.40,0.0168,0.1388,68.51
3174.00,355323.00,2554.78,351442.00,2456.49,0.0167,0.1356,67.49
3176.00,356207.00,2593.90,352361.00,2477.96,0.0165,0.1325,67.33
3178.00,357122.00,2559.39,353260.00,2516.11,0.0159,0.1294,67.24
3180.00,358095.00,2501.91,354172.00,2563.28,0.0156,0.1264,67.11
3182.00,359109.00,2466.88,355117.00,2543.59,0.0155,0.1233,66.66
3184.00,360154.00,2456.28,356111.00,2597.52,0.0152,0.1201,66.43
3186.00,361253.00,2404.62,357131.00,2559.04,0.0152,0.1172,66.50
3188.00,362376.00,2361.44,358198.00,2495.75,0.0155,0.1145,67.14
3190.00,363501.00,2321.16,359274.00,2461.64,0.0158,0.1118,67.75
3192.00,364636.00,2286.44,360386.00,2454.86,0.0162,0.1091,68.38
3194.00,365768.00,2253.59,361554.00,2387.16,0.0167,0.1068,69.97
3196.00,366891.00,2225.23,362674.00,2352.13,0.0173,0.1045,69.66
3198.00,367996.00,2215.36,363911.00,2305.84,0.0175,0.1023,68.71
3200.00,369111.00,2224.76,365184.00,2271.80,0.0174,0.1005,67.90
3202.00,370253.00,2231.20,366430.00,2232.97,0.0173,0.0985,67.35
3204.00,371429.00,2234.75,367647.00,2212.56,0.0176,0.0965,67.44
3206.00,372609.00,2242.65,368827.00,2222.03,0.0171,0.0950,70.10
3208.00,373841.00,2219.29,369877.00,2232.15,0.0182,0.0937,70.72
3210.00,375014.00,2218.23,371061.00,2229.16,0.0189,0.0922,70.11
3212.00,376164.00,2280.40,372335.00,2248.55,0.0191,0.0908,69.53
3214.00,377318.00,2254.55,373648.00,2220.29,0.0198,0.0895,68.61
3216.00,378449.00,2284.67,374931.00,2213.66,0.0180,0.0887,67.97
3218.00,379700.00,2355.31,376147.00,2280.76,0.0167,0.0879,68.16
3220.00,381066.00,2397.88,377323.00,2254.46,0.0163,0.0875,68.74
3222.00,382468.00,2394.91,378442.00,2284.29,0.0173,0.0871,69.06
3224.00,383795.00,2402.21,379690.00,2354.97,0.0181,0.0871,69.69
3226.00,385062.00,2410.93,381020.00,2398.00,0.0190,0.0874,70.52
3228.00,386268.00,2401.55,382355.00,2394.38,0.0210,0.0881,71.08
3230.00,387349.00,2433.73,383622.00,2400.36,0.0216,0.0888,71.13
3232.00,388390.00,2501.78,384861.00,2413.63,0.0198,0.0898,71.45
3234.00,389516.00,2537.92,386018.00,2398.13,0.0194,0.0910,71.79
3236.00,390649.00,2541.08,387060.00,2412.38,0.0206,0.0926,71.41
3238.00,391698.00,2545.51,388073.00,2487.21,0.0224,0.0941,70.99
3240.00,392645.00,2598.99,389132.00,2535.88,0.0241,0.0958,70.47
3242.00,393511.00,2697.35,390223.00,2541.67,0.0223,0.0975,71.15
3244.00,394433.00,2811.03,391208.00,2540.32,0.0201,0.0989,72.02
3246.00,395440.00,2928.51,392113.00,2549.90,0.0190,0.1001,72.55
3248.00,396489.00,3079.53,392963.00,2628.39,0.0195,0.1012,71.19
3250.00,397503.00,3273.14,393879.00,2743.55,0.0193,0.1020,69.94
3252.00,398521.00,3495.00,394868.00,2864.01,0.0190,0.1028,69.14
3254.00,399545.00,3743.78,395908.00,2981.33,0.0189,0.1037,69.46
3256.00,400567.00,3961.58,396894.00,3148.16,0.0189,0.1039,70.03
3258.00,401585.00,4107.11,397871.00,3348.59,0.0201,0.1039,70.86
3260.00,402541.00,4301.68,398847.00,3568.34,0.0229,0.1038,71.53
3262.00,403383.00,4560.59,399840.00,3817.76,0.0243,0.1036,72.15
3264.00,404177.00,4812.96,400835.00,4014.50,0.0251,0.1033,73.04
3266.00,404949.00,5110.74,401803.00,4134.02,0.0258,0.1028,74.32
3268.00,405703.00,5422.25,402692.00,4335.96,0.0259,0.1023,75.76
3270.00,406457.00,5788.09,403483.00,4593.06,0.0270,0.1017,76.58
3272.00,407185.00,6092.91,404259.00,4839.16,0.0268,0.1012,76.29
